the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,SYMBOLOGYQUERY,LATITUDE,LONGITUDE,LASTUPDATE,EDITOR,NOTES,EditingNotes,ID_NCES,CD_CODE,CDS_CODE,DISTRICT_NAME,DISTRICT_TYPE,DISTRICT_NAME_SHORT,GEOID10
POINT (-121.839438247923 37.288290992023),105,Captain Jason M. Dahl Elementary,Public School,3200 Water Street,San Jose,95111,School Website 2014/CA_DEPT_EDU,43694506047211,,37.288286050000004,-121.83942518000001,09/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-121.986689590837 37.304435780513),165,Easterbrook Discovery,Public School,4835 Doyle Road,San Jose,95129,School Website 2014/CA_DEPT_EDU,43695756047765,,37.304430840000002,-121.98667648999999,09/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369575,43695756047831,Moreland Elementary,Elementary School District,Moreland Elem.,0625770
POINT (-122.049142311089 37.336329376443),232,Homestead High,Public School,21370 Homestead Road,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694684333316,,37.336324439999999,-122.0491292,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369468,43694684334462,Fremont Union High,High School District,Fremont Union High,0614430
POINT (-121.56695197563 37.015427624251),211,South Valley Middle,Public School,385 IOOF Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846098214,,37.01542268,-121.56693897,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-121.835199267691 37.326889046264),27,Alpha Middle School 2,Public School,1601 Cunningham Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43693690129213,,37.326884100000001,-121.83518619,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.977705072486 37.333203640443),308,Millikin Elementary,Public School,615 Hobart Terrace,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746048920,,37.333198699999997,-121.97769197,10/02/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.853427783634 37.381690722902),471,East Side Union High School,Public School,830 North Capitol Avenue,San Jose,95133,School Website 2014/CA_DEPT_EDU,43694270000000,,37.381685769999997,-121.8534147,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.858913522522 37.369185435701),236,Independence High,Public School,1776 Educational Park Drive,San Jose,95133,School Website 2014/CA_DEPT_EDU,43694274330031,,37.369180489999998,-121.85890044,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.896793090359 37.371906947904),399,San Jose Conservation Corps Charter,Public School,1560 Berger Drive,San Jose,95112,School Website 2014/CA_DEPT_EDU,43694274330676,,37.371901999999999,-121.89678000000001,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.828908582609 37.235918669531),359,Phoenix High,Public School,6150 Snell Road,San Jose,95123,School Website 2014/CA_DEPT_EDU,43694274330312,,37.23591373,-121.82889552,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.829649495832 37.336734363067),123,Clyde L. Fischer Middle,Public School,1720 Hopkins Drive,San Jose,95122,School Website 2014/CA_DEPT_EDU,43693696046148,,37.336729409999997,-121.82963642,09/05/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.567726072501 36.970989306275),162,Dr. T. J. Owens Gilroy Early College Academy,Public School,"5055 Santa Teresa Boulevard, PB17",Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694840114496,,36.970984369999996,-121.56771308,09/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-121.89584248995 37.289524956729),466,Willow Glen Middle,Public School,2105 Cottle Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666060107,,37.289520019999998,-121.89582941,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.001518792696 37.291798470428),365,Prospect High,Public School,18900 Prospect Road,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43694014336137,,37.29179354,-122.0015057,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369401,43694014338505,Campbell Union High,High School District,Campbell Union High,0607230
POINT (-121.609908230873 37.08867657591),404,San Martin/Gwinn Elementary,Public School,100 North Street,San Jose,95046,School Website 2014/CA_DEPT_EDU,43695836047948,,37.08867163,-121.60989522,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.911494923051 37.336021670318),476,San Jose Unified School District,Public School,855 Lenzen Avenue,San Jose,95126,School Website 2014/CA_DEPT_EDU,43696660000000,,37.336016729999997,-121.91148183,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.808200240651 37.346199328088),318,Mount Pleasant High,Public School,1750 South White Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694274334900,,37.34619438,-121.80818717,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.884818870488 37.251448048314),25,Almaden Elementary,Public School,1295 Dentwood Drive,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696666048425,,37.251443109999997,-121.8848058,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.035196322786 37.353234778331),3,North County Regional Occupational Program,Public School,589 West Fremont Ave.,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43766200119941,,37.353229839999997,-122.03518321,08/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :,Both,,,,,,,
POINT (-121.823493741667 37.349851077722),445,Thomas P. Ryan Elementary,Public School,1241 McGinness Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693696046320,,37.349846130000003,-121.82348067,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.870273713357 37.424430479742),248,Rancho Milpitas Middle,Public School,1915 Yellowstone Avenue,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047666,,37.424581699999997,-121.86974216999999,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.97493842147 37.240466944427),282,Los Gatos-Saratoga Alternative,Public School,17421 Farley Road West,Los Gatos,95030,School Website 2014/CA_DEPT_EDU,43695264330288,,37.240462010000002,-121.97492533,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369526,43695266047567,Los Gatos Union Elementary,Elementary School District,Los Gatos Union Elem.,0622830
POINT (-122.084292090858 37.40527634064),325,Stevenson Elementary School,Public School,"750 San Pierre Way, Suite A",Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695910000000,,37.405271399999997,-122.08427897,10/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-122.122132618486 37.393938275667),413,Santa Rita Elementary,Public School,700 Los Altos Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43695186047492,,37.393933339999997,-122.12211949,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-121.964574496041 37.266164446988),103,Capri Elementary,Public School,850 Chapman Avenue,Campbell,95008,School Website 2014/CA_DEPT_EDU,43693936046536,,37.266159510000001,-121.96456141,09/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369393,43693936046692,Campbell Union,Elementary School District,Campbell Union,0607200
POINT (-122.08609488159 37.411470616216),141,Independent Study Program,Public School,1701 Rock Street,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695910121830,,37.411465679999999,-122.08608176,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-121.793221210672 37.332099414209),110,Cedar Grove Elementary,Public School,2702 Sugar Plum Drive,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694356067193,,37.33209446,-121.79320814,09/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-122.12294669683 37.439148771278),342,Ohlone Elementary,Public School,950 Amarillo Avenue,Palo Alto,94303,School Website 2014/CA_DEPT_EDU,43696416048243,,37.439143829999999,-122.12293356000001,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.836390137023 37.257199550499),152,Del Roble Elementary,Public School,5345 Avenida Almendros,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256072151,,37.257194609999999,-121.83637707,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.865988346565 37.337406913443),422,Selma Olinder Elementary,Public School,890 East William,San Jose,95116,School Website 2014/CA_DEPT_EDU,43696666048698,,37.337401970000002,-121.86597526,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.840514671519 37.337975731741),159,Downtown College Prep - Alum Rock,Public School,1250 South King Road,San Jose,95122,School Website 2014/CA_DEPT_EDU,43104390123257,,37.337970779999999,-121.84050159,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.726031413776 37.205356653156),115,Charter School of Morgan Hill,Public School,9530 Monterey Road,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836118541,,37.205351710000002,-121.72601837000001,09/04/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.984846727446 37.287342516531),316,Moreland School District Office,Public School,4711 Campbell Avenue,San Jose,95130,School Website 2014/CA_DEPT_EDU,43695750000000,,37.287337579999999,-121.98483363,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369575,43695756047831,Moreland Elementary,Elementary School District,Moreland Elem.,0625770
POINT (-121.811074477924 37.247228257184),30,Anderson (Alex) Elementary,Public School,5800 Calpine Drive,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256048086,,37.247223310000003,-121.81106140999999,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.871883198217 37.34993279817),396,San Jose Community School,Public School,275 N. 24th Street,San Jose,95116,School Website 2014/CA_DEPT_EDU,43104394330171,,37.34992785,-121.87187011,10/07/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-122.008215192599 37.391748101364),406,San Miguel Elementary,Public School,777 San Miguel Avenue,Sunnyvale,94085,School Website 2014/CA_DEPT_EDU,43696906049282,,37.391743159999997,-122.00820208,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369690,43696906117196,Sunnyvale,Elementary School District,Sunnyvale,0638460
POINT (-122.003019507068 37.397924930207),257,Lakewood Elementary,Public School,750 Lakechime Drive,Sunnyvale,94089,School Website 2014/CA_DEPT_EDU,43696906049233,,37.397919989999998,-122.0030064,09/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369690,43696906117196,Sunnyvale,Elementary School District,Sunnyvale,0638460
POINT (-122.018029154472 37.364167820992),76,Braly Elementary,Public School,675 Gail Avenue,Sunnyvale,94086,School Website 2014/CA_DEPT_EDU,43696746048813,,37.364162880000002,-122.01801605,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.815696620521 37.35923740282),195,Summit Public School: Tahoma,Public School,14271 Story Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43104390123794,,37.35923245,-121.81568353999999,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.960600751367 37.311000832439),294,Lynhaven Elementary,Public School,881 South Cypress Avenue,San Jose,95117,School Website 2014/CA_DEPT_EDU,43693936046601,,37.310995890000001,-121.96058766,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369393,43693936046692,Campbell Union,Elementary School District,Campbell Union,0607200
POINT (-121.866225969206 37.277216983555),402,Silicon Valley Career Technical Education Center,Public School,760 Hillsdale Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43742944395018,,37.277212040000002,-121.86621289,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :,Both,,,,,,,
